prompt_method,input_file,natural_language,sql,type,answer,claude_response,claude_query_result,pass
original_prompt,synthetic_data,How many players were drafted in 2018?,SELECT COUNT(*) FROM draft_history WHERE season = '2018',counting,[[60]],"```sql
SELECT COUNT(*) 
FROM players 
WHERE draft_year = 2018
```",,False
original_prompt,synthetic_data,List all games played on Christmas Day.,"SELECT game_id FROM game_info WHERE strftime('%m-%d', game_date) = '12-25'",filtering,"[['0024700064'], ['0024700065'], ['0024700066'], ['0024800132'], ['0024800134'], ['0024800131'], ['0024800135'], ['0024900216'], ['0024900217'], ['0024900214'], ['0024900218'], ['0024900215'], ['0025000144'], ['0025000145'], ['0025000143'], ['0025000141'], ['0025100126'], ['0025100127'], ['0025100129'], ['0025200136'], ['0025200134'], ['0025200133'], ['0025200132'], ['0025200135'], ['0025300118'], ['0025300116'], ['0025300117'], ['0025300115'], ['0025400096'], ['0025400093'], ['0025400095'], ['0025400094'], ['0025500089'], ['0025500088'], ['0025500090'], ['0025600107'], ['0025600106'], ['0025600105'], ['0025600104'], ['0025700112'], ['0025700111'], ['0025800110'], ['0025800112'], ['0025800111'], ['0025900119'], ['0025900120'], ['0025900122'], ['0025900121'], ['0026200150'], ['0026200151'], ['0026300141'], ['0026300142'], ['0026400150'], ['0026500146'], ['0026500145'], ['0026700213'], ['0026700212'], ['0026700211'], ['0026700214'], ['0026800238'], ['0026800239'], ['0026800241'], ['0026800242'], ['0026900240'], ['0026900239'], ['0026900237'], ['0026900238'], ['0027100295'], ['0027100297'], ['0027100298'], ['0027100301'], ['0027100299'], ['0027100300'], ['0027203037'], ['0027200270'], ['0027200271'], ['0027200272'], ['0027300300'], ['0027300299'], ['0027400276'], ['0027700342'], ['0027700339'], ['0027700340'], ['0027700338'], ['0027700341'], ['0027700344'], ['0027800360'], ['0027800359'], ['0027900394'], ['0027900395'], ['0027900392'], ['0027900393'], ['0027900391'], ['0028000416'], ['0028000417'], ['0028100299'], ['0028100298'], ['0028200312'], ['0028200311'], ['0028200314'], ['0028200313'], ['0028300317'], ['0028400324'], ['0028400326'], ['0028400327'], ['0028400325'], ['0028500330'], ['0028500331'], ['0028600300'], ['0028600299'], ['0028700270'], ['0028700269'], ['0028800308'], ['0028900333'], ['0029000342'], ['0029100350'], ['0029100351'], ['0029200317'], ['0029200318'], ['0029300330'], ['0029300329'], ['0029400326'], ['0029400325'], ['0029500367'], ['0029500366'], ['0029600381'], ['0029700381'], ['0029700380'], ['0029900378'], ['0029900379'], ['0020000396'], ['0020000397'], ['0020100386'], ['0020200404'], ['0020200403'], ['0020200402'], ['0020300403'], ['0020300402'], ['0020300401'], ['0020400382'], ['0020500386'], ['0020500385'], ['0020600403'], ['0020700407'], ['0020700406'], ['0020800424'], ['0020800425'], ['0020800422'], ['0020800423'], ['0020800421'], ['0020900425'], ['0020900426'], ['0020900428'], ['0020900424'], ['0021000435'], ['0021000433'], ['0021000437'], ['0021000434'], ['0021000436'], ['0021100001'], ['0021100004'], ['0021100002'], ['0021100005'], ['0021300422'], ['0021300419'], ['0021300421'], ['0021300418'], ['0021300420'], ['0021400431'], ['0021400430'], ['0021400427'], ['0021400428'], ['0021500436'], ['0021500440'], ['0021500439'], ['0021500438'], ['0021600456'], ['0021600458'], ['0021600460'], ['0021600459'], ['0021700494'], ['0021700496'], ['0021700495'], ['0021800498'], ['0021800497'], ['0021800500'], ['0021800499'], ['0021800501'], ['0021900459'], ['0021900455'], ['0021900457'], ['0021900458'], ['0021900456'], ['0022000005'], ['0022000008'], ['0022000007'], ['0022000006'], ['0022000009'], ['0022100490'], ['0022100489'], ['0022100492'], ['0022100488'], ['0022100491'], ['0022200493'], ['0022200494'], ['0022200496'], ['0022200497']]","To convert this question to SQL, I need to create a query that retrieves games played on Christmas Day (December 25th).

```sql
SELECT *
FROM games
WHERE MONTH(game_date) = 12 AND DAY(game_date) = 25;
```

This query:
1. Selects all columns from the games table
2. Filters for records where the month is 12 (December) and the day is 25

Note: The exact syntax might need adjustment based on your specific database system. For example:
- In MySQL/PostgreSQL, you might use `EXTRACT(MONTH FROM game_date)` and `EXTRACT(DAY FROM game_date)`
- In SQL Server, you might use `DATEPART(MONTH, game_date)` and `DATEPART(DAY, game_date)`
- Alternatively, you could use: `WHERE game_date LIKE '%-12-25'` or `WHERE DATE_FORMAT(game_date, '%m-%d') = '12-25'`",,False
original_prompt,synthetic_data,How many players are listed in the database?,SELECT COUNT(*) FROM common_player_info,counting,[[3632]],"```sql
SELECT COUNT(*) FROM players;
```

This SQL query counts the total number of rows in the ""players"" table, giving you the total number of players listed in the database.",,False
original_prompt,synthetic_data,What is the average weight of players?,"SELECT ROUND(AVG(CAST(weight AS FLOAT)), 2) FROM common_player_info WHERE weight != ''",aggregation,[[211.2]],"```sql
SELECT AVG(weight) AS average_weight
FROM players;
```",,False
original_prompt,synthetic_data,How many games went to overtime?,SELECT COUNT(*) FROM line_score WHERE pts_ot1_home IS NOT NULL,counting,[[32294]],"To answer this question in SQL, I need to query for the count of games that went to overtime. Assuming there's a table containing game information with a field indicating overtime status, the SQL query would be:

```sql
SELECT COUNT(*) AS overtime_games
FROM games
WHERE overtime = TRUE;
```

If the overtime status is stored differently, such as:

1. If it's a boolean column named differently:
```sql
SELECT COUNT(*) AS overtime_games
FROM games
WHERE went_to_overtime = TRUE;
```

2. If it's stored as a text/character field:
```sql
SELECT COUNT(*) AS overtime_games
FROM games
WHERE overtime_status = 'Yes';
```

3. If it's determined by comparing regulation time and total time:
```sql
SELECT COUNT(*) AS overtime_games
FROM games
WHERE total_time > regulation_time;
```

Without knowing the exact schema, this represents the general approach to count games that went to overtime.",,False
original_prompt,synthetic_data,Which official has officiated the most games?,SELECT official_id FROM officials GROUP BY official_id ORDER BY COUNT(*) DESC LIMIT 1,ranking,[['1162']],"```sql
SELECT official_name, COUNT(*) as games_officiated
FROM games_officials
GROUP BY official_name
ORDER BY games_officiated DESC
LIMIT 1;
```

This SQL query:
1. Counts the number of games each official has officiated
2. Groups the results by official name
3. Orders the results by the count in descending order
4. Limits the result to just the top official

Note: The actual table name might be different in your database (I used ""games_officials""). You might need to adjust the table name and column names to match your specific database schema.",,False
original_prompt,synthetic_data,List all players from Spain.,"SELECT first_name, last_name FROM common_player_info WHERE country = 'Spain'",filtering,"[['Alex', 'Abrines'], ['Santi', 'Aldama'], ['Jose', 'Calderon'], ['Victor', 'Claver'], ['Rudy', 'Fernandez'], ['Jorge', 'Garbajosa'], ['Raul', 'Lopez'], ['Fernando', 'Martin'], ['Juan Carlos', 'Navarro'], ['Sergio', 'Rodriguez'], ['Ricky', 'Rubio']]","```sql
SELECT *
FROM players
WHERE country = 'Spain';
```",,False
original_prompt,synthetic_data,How many games were played in total?,SELECT COUNT(DISTINCT game_id) FROM game,counting,[[65642]],"```sql
SELECT COUNT(*) AS total_games_played
FROM games;
```

This SQL query counts the total number of rows in the ""games"" table, with each row representing a unique game. The result is labeled as ""total_games_played"" for clarity.",,False
original_prompt,synthetic_data,List all distinct jersey numbers worn by players.,SELECT DISTINCT jersey FROM common_player_info WHERE jersey != '',filtering,"[['30'], ['54'], ['33'], ['3'], ['6'], ['5'], ['23'], ['4'], ['32'], ['7'], ['42'], ['10'], ['24'], ['45'], ['21'], ['50'], ['34'], ['16'], ['20'], ['0'], ['9'], ['12'], ['31'], ['53'], ['35'], ['22'], ['41'], ['11'], ['15'], ['13'], ['18'], ['26'], ['49'], ['43'], ['55'], ['19'], ['1'], ['57'], ['15-18'], ['21-30'], ['00'], ['17'], ['2'], ['40'], ['25'], ['27'], ['8-15'], ['28'], ['8'], ['14'], ['52'], ['44'], ['10-15'], ['88'], ['15-16'], ['8-16'], ['37'], ['32-52'], ['93'], ['38'], ['81'], ['3-5'], ['51'], ['98'], ['99'], ['77'], ['10   12'], ['67'], ['48'], ['90'], ['29'], ['3-10'], ['22-24'], ['39'], ['4-15'], ['46'], ['5-12'], ['6-16'], ['78'], ['4-14'], ['36'], ['92'], ['32-42'], ['61'], ['66'], ['96'], ['20-23'], ['9-17'], ['19-22'], ['4-27'], ['83'], ['47'], ['19-21'], ['7-11'], ['97'], ['95'], ['59'], ['16-34'], ['11  12'], ['20-30'], ['71'], ['56'], ['11  15']]","```sql
SELECT DISTINCT jersey_number
FROM players
WHERE jersey_number IS NOT NULL;
```

This SQL query retrieves all distinct jersey numbers from the players table, excluding any null values. The DISTINCT keyword ensures that each jersey number appears only once in the results, even if multiple players wear the same number.",,False
original_prompt,synthetic_data,Which player has been inactive the most times?,SELECT player_id FROM inactive_players GROUP BY player_id ORDER BY COUNT(*) DESC LIMIT 1,ranking,[['201568']],"To convert this question to SQL, I need to create a query that counts the number of times each player has been inactive and identifies the player with the highest count.

```sql
SELECT player_name, COUNT(*) AS inactive_count
FROM player_status
WHERE status = 'inactive'
GROUP BY player_name
ORDER BY inactive_count DESC
LIMIT 1;
```

This SQL query:
1. Selects the player name and counts occurrences
2. From a table assumed to be named ""player_status""
3. Only includes records where the status is ""inactive""
4. Groups the results by player name
5. Orders by the count in descending order
6. Limits the result to just the top player (with the most inactive occurrences)

Note: The actual table and column names might need to be adjusted based on your specific database schema.",,False
original_prompt,synthetic_data,How many players were drafted in 2018?,SELECT COUNT(*) FROM draft_history WHERE season = '2018',counting,[[60]],"```sql
SELECT COUNT(*) 
FROM players 
WHERE draft_year = 2018
```",,False
original_prompt,synthetic_data,List all games played on Christmas Day.,"SELECT game_id FROM game_info WHERE strftime('%m-%d', game_date) = '12-25'",filtering,"[['0024700064'], ['0024700065'], ['0024700066'], ['0024800132'], ['0024800134'], ['0024800131'], ['0024800135'], ['0024900216'], ['0024900217'], ['0024900214'], ['0024900218'], ['0024900215'], ['0025000144'], ['0025000145'], ['0025000143'], ['0025000141'], ['0025100126'], ['0025100127'], ['0025100129'], ['0025200136'], ['0025200134'], ['0025200133'], ['0025200132'], ['0025200135'], ['0025300118'], ['0025300116'], ['0025300117'], ['0025300115'], ['0025400096'], ['0025400093'], ['0025400095'], ['0025400094'], ['0025500089'], ['0025500088'], ['0025500090'], ['0025600107'], ['0025600106'], ['0025600105'], ['0025600104'], ['0025700112'], ['0025700111'], ['0025800110'], ['0025800112'], ['0025800111'], ['0025900119'], ['0025900120'], ['0025900122'], ['0025900121'], ['0026200150'], ['0026200151'], ['0026300141'], ['0026300142'], ['0026400150'], ['0026500146'], ['0026500145'], ['0026700213'], ['0026700212'], ['0026700211'], ['0026700214'], ['0026800238'], ['0026800239'], ['0026800241'], ['0026800242'], ['0026900240'], ['0026900239'], ['0026900237'], ['0026900238'], ['0027100295'], ['0027100297'], ['0027100298'], ['0027100301'], ['0027100299'], ['0027100300'], ['0027203037'], ['0027200270'], ['0027200271'], ['0027200272'], ['0027300300'], ['0027300299'], ['0027400276'], ['0027700342'], ['0027700339'], ['0027700340'], ['0027700338'], ['0027700341'], ['0027700344'], ['0027800360'], ['0027800359'], ['0027900394'], ['0027900395'], ['0027900392'], ['0027900393'], ['0027900391'], ['0028000416'], ['0028000417'], ['0028100299'], ['0028100298'], ['0028200312'], ['0028200311'], ['0028200314'], ['0028200313'], ['0028300317'], ['0028400324'], ['0028400326'], ['0028400327'], ['0028400325'], ['0028500330'], ['0028500331'], ['0028600300'], ['0028600299'], ['0028700270'], ['0028700269'], ['0028800308'], ['0028900333'], ['0029000342'], ['0029100350'], ['0029100351'], ['0029200317'], ['0029200318'], ['0029300330'], ['0029300329'], ['0029400326'], ['0029400325'], ['0029500367'], ['0029500366'], ['0029600381'], ['0029700381'], ['0029700380'], ['0029900378'], ['0029900379'], ['0020000396'], ['0020000397'], ['0020100386'], ['0020200404'], ['0020200403'], ['0020200402'], ['0020300403'], ['0020300402'], ['0020300401'], ['0020400382'], ['0020500386'], ['0020500385'], ['0020600403'], ['0020700407'], ['0020700406'], ['0020800424'], ['0020800425'], ['0020800422'], ['0020800423'], ['0020800421'], ['0020900425'], ['0020900426'], ['0020900428'], ['0020900424'], ['0021000435'], ['0021000433'], ['0021000437'], ['0021000434'], ['0021000436'], ['0021100001'], ['0021100004'], ['0021100002'], ['0021100005'], ['0021300422'], ['0021300419'], ['0021300421'], ['0021300418'], ['0021300420'], ['0021400431'], ['0021400430'], ['0021400427'], ['0021400428'], ['0021500436'], ['0021500440'], ['0021500439'], ['0021500438'], ['0021600456'], ['0021600458'], ['0021600460'], ['0021600459'], ['0021700494'], ['0021700496'], ['0021700495'], ['0021800498'], ['0021800497'], ['0021800500'], ['0021800499'], ['0021800501'], ['0021900459'], ['0021900455'], ['0021900457'], ['0021900458'], ['0021900456'], ['0022000005'], ['0022000008'], ['0022000007'], ['0022000006'], ['0022000009'], ['0022100490'], ['0022100489'], ['0022100492'], ['0022100488'], ['0022100491'], ['0022200493'], ['0022200494'], ['0022200496'], ['0022200497']]","To convert this question to SQL, I need to query for games played on December 25th (Christmas Day) from a table that contains game information.

```sql
SELECT *
FROM games
WHERE MONTH(game_date) = 12 AND DAY(game_date) = 25;
```

This SQL query:
- Selects all columns from a table called ""games""
- Filters for records where the month of the game_date is 12 (December) and the day is 25 (Christmas Day)

Note: The exact syntax might need to be adjusted based on your specific database system and table structure. For example, if your date column has a different name or if you need to use a different date extraction function.",,False
original_prompt,synthetic_data,How many players are listed in the database?,SELECT COUNT(*) FROM common_player_info,counting,[[3632]],"```sql
SELECT COUNT(*) FROM players;
```

This SQL query counts the total number of records in the ""players"" table, giving you the total number of players listed in the database.",,False
original_prompt,synthetic_data,What is the average weight of players?,"SELECT ROUND(AVG(CAST(weight AS FLOAT)), 2) FROM common_player_info WHERE weight != ''",aggregation,[[211.2]],"```sql
SELECT AVG(weight) AS average_weight
FROM players;
```",,False
original_prompt,synthetic_data,How many games went to overtime?,SELECT COUNT(*) FROM line_score WHERE pts_ot1_home IS NOT NULL,counting,[[32294]],"To find the number of games that went to overtime, I would write a SQL query like this:

```sql
SELECT COUNT(*) AS overtime_games
FROM games
WHERE overtime = TRUE
```

This query counts all rows in the games table where the overtime column is TRUE. If the overtime status is stored differently in your database (such as a flag or text value), you might need to adjust the WHERE condition accordingly.",,False
original_prompt,synthetic_data,Which official has officiated the most games?,SELECT official_id FROM officials GROUP BY official_id ORDER BY COUNT(*) DESC LIMIT 1,ranking,[['1162']],"```sql
SELECT official_name, COUNT(*) as games_officiated
FROM officials_games
GROUP BY official_name
ORDER BY games_officiated DESC
LIMIT 1;
```

Note: This SQL query assumes there's a table named `officials_games` that records which officials worked on which games, with a column `official_name` identifying each official. The query counts how many games each official has officiated, groups them by name, sorts in descending order by the count, and returns only the top result.",,False
original_prompt,synthetic_data,List all players from Spain.,"SELECT first_name, last_name FROM common_player_info WHERE country = 'Spain'",filtering,"[['Alex', 'Abrines'], ['Santi', 'Aldama'], ['Jose', 'Calderon'], ['Victor', 'Claver'], ['Rudy', 'Fernandez'], ['Jorge', 'Garbajosa'], ['Raul', 'Lopez'], ['Fernando', 'Martin'], ['Juan Carlos', 'Navarro'], ['Sergio', 'Rodriguez'], ['Ricky', 'Rubio']]","```sql
SELECT *
FROM players
WHERE country = 'Spain';
```",,False
original_prompt,synthetic_data,How many games were played in total?,SELECT COUNT(DISTINCT game_id) FROM game,counting,[[65642]],"To find the total number of games played, I would write this SQL query:

```sql
SELECT COUNT(*) AS total_games
FROM games;
```

This query counts all rows in the games table, assuming each row represents a distinct game that was played.",,False
original_prompt,synthetic_data,List all distinct jersey numbers worn by players.,SELECT DISTINCT jersey FROM common_player_info WHERE jersey != '',filtering,"[['30'], ['54'], ['33'], ['3'], ['6'], ['5'], ['23'], ['4'], ['32'], ['7'], ['42'], ['10'], ['24'], ['45'], ['21'], ['50'], ['34'], ['16'], ['20'], ['0'], ['9'], ['12'], ['31'], ['53'], ['35'], ['22'], ['41'], ['11'], ['15'], ['13'], ['18'], ['26'], ['49'], ['43'], ['55'], ['19'], ['1'], ['57'], ['15-18'], ['21-30'], ['00'], ['17'], ['2'], ['40'], ['25'], ['27'], ['8-15'], ['28'], ['8'], ['14'], ['52'], ['44'], ['10-15'], ['88'], ['15-16'], ['8-16'], ['37'], ['32-52'], ['93'], ['38'], ['81'], ['3-5'], ['51'], ['98'], ['99'], ['77'], ['10   12'], ['67'], ['48'], ['90'], ['29'], ['3-10'], ['22-24'], ['39'], ['4-15'], ['46'], ['5-12'], ['6-16'], ['78'], ['4-14'], ['36'], ['92'], ['32-42'], ['61'], ['66'], ['96'], ['20-23'], ['9-17'], ['19-22'], ['4-27'], ['83'], ['47'], ['19-21'], ['7-11'], ['97'], ['95'], ['59'], ['16-34'], ['11  12'], ['20-30'], ['71'], ['56'], ['11  15']]","```sql
SELECT DISTINCT jersey_number
FROM players
WHERE jersey_number IS NOT NULL;
```

This SQL query selects all distinct jersey numbers from the players table, excluding any null values. The `DISTINCT` keyword ensures that each jersey number appears only once in the results, even if multiple players wear the same number.",,False
original_prompt,synthetic_data,Which player has been inactive the most times?,SELECT player_id FROM inactive_players GROUP BY player_id ORDER BY COUNT(*) DESC LIMIT 1,ranking,[['201568']],"To convert this question to SQL, I need to query a database that tracks player inactivity. Assuming there's a table that records each instance when a player was inactive, I would write:

```sql
SELECT player_name, COUNT(*) AS inactive_count
FROM player_inactivity
GROUP BY player_name
ORDER BY inactive_count DESC
LIMIT 1;
```

This query:
1. Counts the number of inactivity records for each player
2. Groups the results by player name
3. Orders the results in descending order of inactivity count
4. Returns only the top result (the player with the most inactivity instances)

If the database structure is different, the query would need to be adjusted accordingly. For example, if inactivity is stored as a status field in a player_status table, the query might look like:

```sql
SELECT player_name, COUNT(*) AS inactive_count
FROM player_status
WHERE status = 'inactive'
GROUP BY player_name
ORDER BY inactive_count DESC
LIMIT 1;
```",,False
original_prompt,synthetic_data,How many players were drafted in 2018?,SELECT COUNT(*) FROM draft_history WHERE season = '2018',counting,[[60]],"```sql
SELECT COUNT(*) 
FROM players 
WHERE draft_year = 2018
```",,False
original_prompt,synthetic_data,List all games played on Christmas Day.,"SELECT game_id FROM game_info WHERE strftime('%m-%d', game_date) = '12-25'",filtering,"[['0024700064'], ['0024700065'], ['0024700066'], ['0024800132'], ['0024800134'], ['0024800131'], ['0024800135'], ['0024900216'], ['0024900217'], ['0024900214'], ['0024900218'], ['0024900215'], ['0025000144'], ['0025000145'], ['0025000143'], ['0025000141'], ['0025100126'], ['0025100127'], ['0025100129'], ['0025200136'], ['0025200134'], ['0025200133'], ['0025200132'], ['0025200135'], ['0025300118'], ['0025300116'], ['0025300117'], ['0025300115'], ['0025400096'], ['0025400093'], ['0025400095'], ['0025400094'], ['0025500089'], ['0025500088'], ['0025500090'], ['0025600107'], ['0025600106'], ['0025600105'], ['0025600104'], ['0025700112'], ['0025700111'], ['0025800110'], ['0025800112'], ['0025800111'], ['0025900119'], ['0025900120'], ['0025900122'], ['0025900121'], ['0026200150'], ['0026200151'], ['0026300141'], ['0026300142'], ['0026400150'], ['0026500146'], ['0026500145'], ['0026700213'], ['0026700212'], ['0026700211'], ['0026700214'], ['0026800238'], ['0026800239'], ['0026800241'], ['0026800242'], ['0026900240'], ['0026900239'], ['0026900237'], ['0026900238'], ['0027100295'], ['0027100297'], ['0027100298'], ['0027100301'], ['0027100299'], ['0027100300'], ['0027203037'], ['0027200270'], ['0027200271'], ['0027200272'], ['0027300300'], ['0027300299'], ['0027400276'], ['0027700342'], ['0027700339'], ['0027700340'], ['0027700338'], ['0027700341'], ['0027700344'], ['0027800360'], ['0027800359'], ['0027900394'], ['0027900395'], ['0027900392'], ['0027900393'], ['0027900391'], ['0028000416'], ['0028000417'], ['0028100299'], ['0028100298'], ['0028200312'], ['0028200311'], ['0028200314'], ['0028200313'], ['0028300317'], ['0028400324'], ['0028400326'], ['0028400327'], ['0028400325'], ['0028500330'], ['0028500331'], ['0028600300'], ['0028600299'], ['0028700270'], ['0028700269'], ['0028800308'], ['0028900333'], ['0029000342'], ['0029100350'], ['0029100351'], ['0029200317'], ['0029200318'], ['0029300330'], ['0029300329'], ['0029400326'], ['0029400325'], ['0029500367'], ['0029500366'], ['0029600381'], ['0029700381'], ['0029700380'], ['0029900378'], ['0029900379'], ['0020000396'], ['0020000397'], ['0020100386'], ['0020200404'], ['0020200403'], ['0020200402'], ['0020300403'], ['0020300402'], ['0020300401'], ['0020400382'], ['0020500386'], ['0020500385'], ['0020600403'], ['0020700407'], ['0020700406'], ['0020800424'], ['0020800425'], ['0020800422'], ['0020800423'], ['0020800421'], ['0020900425'], ['0020900426'], ['0020900428'], ['0020900424'], ['0021000435'], ['0021000433'], ['0021000437'], ['0021000434'], ['0021000436'], ['0021100001'], ['0021100004'], ['0021100002'], ['0021100005'], ['0021300422'], ['0021300419'], ['0021300421'], ['0021300418'], ['0021300420'], ['0021400431'], ['0021400430'], ['0021400427'], ['0021400428'], ['0021500436'], ['0021500440'], ['0021500439'], ['0021500438'], ['0021600456'], ['0021600458'], ['0021600460'], ['0021600459'], ['0021700494'], ['0021700496'], ['0021700495'], ['0021800498'], ['0021800497'], ['0021800500'], ['0021800499'], ['0021800501'], ['0021900459'], ['0021900455'], ['0021900457'], ['0021900458'], ['0021900456'], ['0022000005'], ['0022000008'], ['0022000007'], ['0022000006'], ['0022000009'], ['0022100490'], ['0022100489'], ['0022100492'], ['0022100488'], ['0022100491'], ['0022200493'], ['0022200494'], ['0022200496'], ['0022200497']]","```sql
SELECT *
FROM games
WHERE DATE_PART('month', game_date) = 12 AND DATE_PART('day', game_date) = 25;
```

This SQL query selects all records from the games table where the date is December 25th (Christmas Day). It uses the DATE_PART function to extract the month and day from the game_date column and compares them to 12 (December) and 25 respectively.",,False
original_prompt,synthetic_data,How many players are listed in the database?,SELECT COUNT(*) FROM common_player_info,counting,[[3632]],"```sql
SELECT COUNT(*) FROM players;
```

This SQL query counts the total number of rows in the ""players"" table, giving you the total number of players listed in the database.",,False
original_prompt,synthetic_data,What is the average weight of players?,"SELECT ROUND(AVG(CAST(weight AS FLOAT)), 2) FROM common_player_info WHERE weight != ''",aggregation,[[211.2]],"```sql
SELECT AVG(weight) AS average_weight
FROM players;
```",,False
original_prompt,synthetic_data,How many games went to overtime?,SELECT COUNT(*) FROM line_score WHERE pts_ot1_home IS NOT NULL,counting,[[32294]],"To find the number of games that went to overtime, I'll create an SQL query that counts games where there's an indication of overtime.

```sql
SELECT COUNT(*) AS games_in_overtime
FROM games
WHERE overtime = TRUE;
```

Note: This query assumes:
1. There's a table called ""games"" that stores game information
2. There's a boolean column called ""overtime"" that is TRUE when a game went to overtime

If the database structure is different, the query would need to be adjusted accordingly. For example, if overtime is indicated by a different column or value (like a non-zero OT period count or a status field), the WHERE condition would need to be modified to match that structure.",,False
original_prompt,synthetic_data,Which official has officiated the most games?,SELECT official_id FROM officials GROUP BY official_id ORDER BY COUNT(*) DESC LIMIT 1,ranking,[['1162']],"```sql
SELECT official_name, COUNT(*) as games_officiated
FROM games_officials
GROUP BY official_name
ORDER BY games_officiated DESC
LIMIT 1;
```

This SQL query assumes:
1. There's a table called `games_officials` that tracks which officials worked on which games
2. The table has a column `official_name` that identifies each official
3. Each row represents one official assignment to one game

The query counts how many games each official has officiated, groups them by official name, sorts them in descending order by the count, and returns only the top result (the official with the most games).",,False
original_prompt,synthetic_data,List all players from Spain.,"SELECT first_name, last_name FROM common_player_info WHERE country = 'Spain'",filtering,"[['Alex', 'Abrines'], ['Santi', 'Aldama'], ['Jose', 'Calderon'], ['Victor', 'Claver'], ['Rudy', 'Fernandez'], ['Jorge', 'Garbajosa'], ['Raul', 'Lopez'], ['Fernando', 'Martin'], ['Juan Carlos', 'Navarro'], ['Sergio', 'Rodriguez'], ['Ricky', 'Rubio']]","```sql
SELECT *
FROM players
WHERE country = 'Spain';
```",,False
original_prompt,synthetic_data,How many games were played in total?,SELECT COUNT(DISTINCT game_id) FROM game,counting,[[65642]],"To answer the question ""How many games were played in total?"" in SQL, I need to count the total number of games in what appears to be a games or matches table.

```sql
SELECT COUNT(*) AS total_games
FROM games;
```

This query assumes there's a table named ""games"" where each row represents a single game. If the table has a different name, you would need to replace ""games"" with the actual table name.",,False
original_prompt,synthetic_data,List all distinct jersey numbers worn by players.,SELECT DISTINCT jersey FROM common_player_info WHERE jersey != '',filtering,"[['30'], ['54'], ['33'], ['3'], ['6'], ['5'], ['23'], ['4'], ['32'], ['7'], ['42'], ['10'], ['24'], ['45'], ['21'], ['50'], ['34'], ['16'], ['20'], ['0'], ['9'], ['12'], ['31'], ['53'], ['35'], ['22'], ['41'], ['11'], ['15'], ['13'], ['18'], ['26'], ['49'], ['43'], ['55'], ['19'], ['1'], ['57'], ['15-18'], ['21-30'], ['00'], ['17'], ['2'], ['40'], ['25'], ['27'], ['8-15'], ['28'], ['8'], ['14'], ['52'], ['44'], ['10-15'], ['88'], ['15-16'], ['8-16'], ['37'], ['32-52'], ['93'], ['38'], ['81'], ['3-5'], ['51'], ['98'], ['99'], ['77'], ['10   12'], ['67'], ['48'], ['90'], ['29'], ['3-10'], ['22-24'], ['39'], ['4-15'], ['46'], ['5-12'], ['6-16'], ['78'], ['4-14'], ['36'], ['92'], ['32-42'], ['61'], ['66'], ['96'], ['20-23'], ['9-17'], ['19-22'], ['4-27'], ['83'], ['47'], ['19-21'], ['7-11'], ['97'], ['95'], ['59'], ['16-34'], ['11  12'], ['20-30'], ['71'], ['56'], ['11  15']]","To convert this question to SQL, I need to write a query that retrieves all distinct jersey numbers from the players data.

```sql
SELECT DISTINCT jersey_number
FROM players
WHERE jersey_number IS NOT NULL
ORDER BY jersey_number;
```

This SQL query:
1. Uses `SELECT DISTINCT` to return only unique jersey numbers
2. Gets data from the `players` table
3. Includes `WHERE jersey_number IS NOT NULL` to exclude any players without jersey numbers
4. Orders the results numerically by jersey number for easier reading",,False
original_prompt,synthetic_data,Which player has been inactive the most times?,SELECT player_id FROM inactive_players GROUP BY player_id ORDER BY COUNT(*) DESC LIMIT 1,ranking,[['201568']],"To answer this question in SQL, I need to count the number of times each player has been inactive and find the player with the highest count. Assuming there's a table that tracks player activity with fields for player identification and their activity status:

```sql
SELECT 
    player_id,
    player_name,
    COUNT(*) AS inactive_count
FROM 
    player_activities
WHERE 
    status = 'inactive'
GROUP BY 
    player_id,
    player_name
ORDER BY 
    inactive_count DESC
LIMIT 1;
```

This query:
1. Counts occurrences where a player's status is 'inactive'
2. Groups results by player
3. Orders by the count in descending order
4. Returns only the top result (the player with the most inactive instances)

Note: The exact column names (player_id, player_name, status) would need to be adjusted based on your actual database schema.",,False
original_prompt,synthetic_data,How many players were drafted in 2018?,SELECT COUNT(*) FROM draft_history WHERE season = '2018',counting,[[60]],"```sql
SELECT COUNT(*) 
FROM players 
WHERE draft_year = 2018;
```",,False
